                   tem002   tem060   tem130   tem200   global   reflex   bilanz
05.03.2006 02:20   -0.944   -1.055   -1.750   -2.146    0.776   -0.749   -6.109
05.03.2006 02:30   -0.991   -1.145   -1.552   -2.120    0.672   -0.642   -5.236
05.03.2006 02:40   -0.967   -1.164   -1.680   -2.099    0.732   -0.652   -7.592
05.03.2006 02:50   -1.107   -1.168   -1.780   -2.042    0.890   -0.823   -8.914
05.03.2006 03:00   -1.306   -1.150   -1.777   -1.984    0.852   -0.910   -3.480
05.03.2006 03:10   -1.115   -1.154   -1.769   -2.035    0.687   -0.660   -2.542
05.03.2006 03:20   -1.176   -1.149   -1.755   -2.002    0.914   -0.754   -8.330
05.03.2006 03:30   -1.345   -1.169   -1.757   -2.024    1.116   -1.044  -13.964
05.03.2006 03:40   -1.541   -1.246   -1.773   -2.057    0.999   -1.004   -7.533
05.03.2006 03:50   -1.478   -1.323   -1.772   -2.097    0.803   -0.852   -2.869
05.03.2006 04:00   -1.431   -1.297   -1.757   -2.083    0.746   -0.620   -1.667
05.03.2006 04:10   -1.430   -1.220   -1.770   -2.083    0.723   -0.410   -0.380
05.03.2006 04:20   -1.338   -1.358   -1.769   -2.112    0.635   -0.230   -0.221
05.03.2006 04:30   -1.195   -1.443   -1.870   -2.125    0.600   -0.090   -1.079
05.03.2006 04:40   -1.114   -1.396   -1.901   -2.119    0.543   -0.082   -1.418
